"""Still, Still""",,103,,,/HARTS,,Rinehart,,TTBB,,StFYC,Christmas GERMAN
Stopping by Woods on a Snowy Evening,,153,,,"""THOMPSON, R.""",,"""THOMPSON, R.""","""FROST,  R.""",TBB,,StFYC,Art Song
Stout Hearted Men,,238,,,Romberg//Stickles,,,,,,StFYC,Broadway Show
Streets of Laredo (The),,89,,,Luboff,,"""HUNTER, R.""",,TTBB,,StFYC,Cowboy Folk Song Western
"""Sunrise, Sunset""",Fiddler on the Roof,204,0,,"""Bock, J./Lowjeski",Broadway Musical,,,"Harnick, S.""""""",TTBB,,
Swabian Folk song,,104,,,BRAHMS/DAVISON,,,,TTBB,,StFYC,Folk SONG
Sweet Georgia Brown,,268,,,//Allan,,,,,,StFYC,Swing
Swing Low,,222,,,Reagan,,,,,,StFYC,Spiritual
"""Take a Strain, Boys""",,126,,,Schicklele,,,,TTBB,,StFYC,Chantey
Take Me Out to the Ball Game,,216,,,"""VON TILZER, A.""",,"""HARRIS, E.""","""NORWORTH, J.""",,,StFYC,B'way or Movie
Ten Commandments of Love,,400,,,"""Paul, Marshall""",,,,TBB,,StFYC,Pop
"""Testament of Freedom, The""",,70,,,"""THOMPSON, R.""",,"""THOMPSON, R.""","""JEFFERSON, T.""",TTBB,,StFYC,Patriotic
Thanks Be To Thee,,145,,,"""HANDEL, G.""",,"""LEFEBVRE, C.""","""LEFEBVRE, C.""",TTBB,,StFYC,Sacred
Thanks for the Memory,,312,,,Robbin//Emerson,,,,,,StFYC,Pop
That Old Quartet of Mine,,106,,,"""GODFREY, B./PERRY""",,"""PERRY, L.""",,TTBB,,StFYC,Barbershop
The Most Beautiful Girl in the World,,42,,,arr. Ades,,Ades,,TTBB,,StFYC,Barbershop
The Piper,,375,,,"""Gooch, Warren""",,,,TBB,,StFYC,Folk Song
The Sea is Now Calling,,259,,,Kopke,,,,,,StFYC,Chantey
There Is Nothin' Like a Dame,SOUTH PACIFIC,128,,,"""RODGERS, R./Stickles""",,,"""HAMMERSTEIN, O.""",TTBB,,StFYC,Broadway Musical
They Call the Wind Maria,PAINT  YOUR WAGON,144,,,"""LOWE, F./Stickles""",,"""STICKLES, W.""","""LERNER, A.""",TTBB,,StFYC,Musical
This Land is Your Land,,39,,,Guthry,,McGilvrey,,TTBB,,StFYC,Pop
"""Three Bells, The""",,154,,,REISFELD,,,VILLARD,TTBB,,StFYC,Christmas
"""Three English Carols (Wassail, Away, Sussex)""",,212,,,/Cochanek,,"""Kochanek, S.""",,TTBB,,StFYC,Christmas
Three for America,"""America, America the Beautiful""",355,,,Smith/Lojeski,,,,TTBB,,StFYC,Patriotic
Three Medieval Carols,,327,,,,,,,,,StFYC,Christmas
Three Songs,,399,,,"""Grotenhuis, Dale""",,,,TTBB,,StFYC,Art Song
"""Three Spanish Christmas Carols
Riu, Riu Chiu""",,302,,,Greenburg,,,,,,StFYC,Spanish Christmas
Through The Years,,161,,,"""Youmans, V./Allen""",,"""Allen, JD""","""Heyman, E.""",TTBB,,StFYC,Pop
Tinsley Isle,,127,,,/Darby,,,,TTBB,,StFYC,SOTS
Tis Winter Now,,324,,,Evans,,,,,,StFYC,Christmas
Tis Winter Now,,325,,,Evans,,,,,,StFYC,Christmas
Toccata of Praise,,378,,,"""Martin, Joseph""",,,,TTBB,,StFYC,Anthem
Tumbling Tumbleweeds,,125,,,Bob Nolan/Smalle,,,,TTBB,,StFYC,Cowboy Song Western
Turn Back Oh Man,,354,,,"""Holst, Gustav""",,,,TTBB,,StFYC,Sacred
Tuxedo Junction,,315,,,arr. Nowak,,,Feyne,SATB,,StFYC,Jazz
Two Sea Songs,,402,,,"""Vaughn-Williams, Ralph""",,,,TTBB,,StFYC,Chantey
Tyler and Tippecanoe,,124,,,Jack Rogers,,,,TTBB,,StFYC,Campaign Song Patriotic
Up on the Roof,,369,,,"""Farrow, Larry""",,,,TTBB,,StFYC,Pop
Up the ladder to the roof,,369,,,"""Farrow, Larry""",,,,TTBB,,StFYC,Pop
Veni Sancti Spiritus,,226,,,Janacek/Richter,,,,,,StFYC,Sacred
Viva Tutti,,120,,,/Hunter,,"""HUNTER, R.""",,TTB,,StFYC,Art Song
Walk right in,,39,,,arr. McGilvrey,,McGilvrey,,TTBB,,StFYC,Pop
Walking Down to Washington,,99,,,ARR. JACK ROGERS,,,,TTBB,,StFYC,PROTEST SONG 60'S
We have Crossed the Equator Again,,126,,,Schicklele,,,,TTBB,,StFYC,Chantey
We Sail The Ocean Blue,HMS Pinafore,187,,,Sullivan,,,Gilbert,TTBB,,StFYC,Operetta
We Wish You A Merry Christmas,,209,,,Jack Rogers,,,,SATB,,StFYC,Christmas
Whale of a Tale,"""20,000 LEAGUES""",97,0,,"""HOFFMAN, A./WILSON",,,"WILSON, H.""""""",,StFYC,GIIMBLE,TTBB
What Shall We Do with the Drunken Sailor,,61,,,arr. Tolleson,,"""TOLLESON, W.""",,TTBB,,StFYC,Chantey
When Good Fellows Get Together,,232,,,Bullard,,,,TTBB,,StFYC,Drinking Song
When My Baby Smile at Me,,218,,,Jack Rogers,,,,TTBB,,StFYC,Swing
When My Baby Smiles at Me,,42,,,arr. Ades,,Ades,,TTBB,,StFYC,Barbershop
When You Wish Upon a Star,,207,,,Harline,,,Washington,TTBB,,StFYC,Barbershop
When You Wish Upon a Star,,311,,,Rogers,,,,TTBB,,StFYC,Movie Tune
Where Or When,,113,,,"""RODGER, R./Stickles""",,,HART. L.,TTBB,,StFYC,Broadway Musical
Whiffenpoof Song,,288,,,Galloway,,,,TTBB,,StFYC,Traditional
Whisky in the Jar,,282,,,Schmit,,,,TTBB,,StFYC,Irish Folk Song
"""Whisper, Whisper""",,389,,,"""Althouse, Jay""",,,,TTBB,,StFYC,Christmas
White Christmas,,115,,,BERLIN/James,,James,BERLIN,TTBB,,StFYC,Christmas
White Christmas,,303,,,Berlin//Kirby Shaw,,,,TTBB,,StFYC,Christmas
Widerspruch,,111,,,"""SCHUBERT, F./Parker""",,"""SHAW, R.""",SEIDL - PARKER,TTBB,,StFYC,German Lieder
Will the Circle be Unbroken,,393,,,Gabriel/Moore,,,,TTB,,StFYC,Sacred
Will Ye No Come Back Again,,401,,,"""Warrell, Arthur""",,,,TTBB,,StFYC,Scotish Love Song,
Winter Song,,114,,,"""BULLARD, F.""",,,HOVEY,TTBB,,StFYC,Glee Club Chous,
Witness,,351,,,"""Shaw, Kirby""",,,,TTBB,,StFYC,Spiritual,
God Rest Ye Merry Gentlemen,,117,,1,Traditional/Kern,,Kern,,TB,,StFYC,Christmas,
Sunny Side of the Street,,310,,3,Rogers,,,,,,StFYC,Pop,
Straw Carol (The),,90,,325,FRIESEN/EKLUND/Bolks,,,FRIESEN/EKLUND,TTBB,,StFYC,Christmas,
A-Roving,,254,,345,//Bartholomew,,,,,,StFYC,Chantey,
Carol of the Bells,,210,,1956,Leontovich/Wilhousky,,"Wilhousky, Peter","Wilhousky, Peter",TTBB,,StFYC,Christmas,A Cappella
A-Roving,,61,,0,arr. Tolleson,,"""TOLLESON, W.""",,TTBB,,StFYC,Chantey,
"""Battle Of Jericho, The""",,180,,0,Bartholomew,,"""Bartholomew, M.""",,ttbb,,StFYC,Spiritual,
Believe Me If All Those Endearing Young Charms,,217,,0,"""MOORE, T.""",,,,TTBB,,StFYC,Irish Folk Song,
Bendemeer's Stream,,227,,0,,,,,,,StFYC,Irish Folk Song,
Bier Her,,250,,0,,,,,,,StFYC,Drinking Song,
Black is the Color of my True Love's Hair,,8,,0,arr. Churchill,,CHURCHILL,,TTBB,,StFYC,Folk Song,
Blow the Candles Out,,260,,0,//Richardson,,,,,,StFYC,Chantey,
Blowin' in the Wind,,39,,0,Dillion,,McGilvrey,,TTBB,,StFYC,Pop,
Blue Skies,,270,,0,Berlin//Boutelle,,,,,,StFYC,Pop
Blue Skies,,284,,0,//Gard,,,,,,StFYC,Pop Barber Shop
Blue Suede Shoes,,81,,0,McGilvrey,,Lojeski,,TBB,,StFYC,Pop
Boar's Head Carol (The),,9,,0,arr. Parker-Shaw,,"""SHAW, R.""",,TTBB,,StFYC,Christmas
Boat Song,,394,,0,"""Schubert/Dawson, Clay""",,,,TTBB,,StFYC,German Lieder
Bridge over troubled waters,,13,,0,"""SIMON, P.""",,,"""SIMON, P""",TTBB,,StFYC,FOLK SONG
Brother James Air,,215,,0,/Davies,,,,TTBB,,StFYC,Sacred
"""Brothers, Sing On!""",,12,,0,"""GREIG, E./MCKINNEY""",,"""MC KINNEY, H.""",DALMAS,TTBB,,StFYC,SECULAR
Camelot,Camelot,176,,0,"""Loewe, F./Smith""",,,"""Lerner, A.""",TB,,StFYC,Broadway Musical
Canon in D,,16,,0,PACHELBEL/GOEMANNE,,,,TTBB,,StFYC,Art Song
Cantate,,193,,0,Petoni,,,,,,StFYC,Sacred
Cantique de Noel (Oh Holy Night),,14,,0,"""ADAM, A.""",,"""THORNE, F.""","""ADAM, A.""",TTBB,,StFYC,Christmas
Child of God,,366,,0,"""Crocker, Emily""",,,,TTBB,,StFYC,Christmas Spiritual
Child of God,,367,,0,"""Goodrich, H""",,,,TTBB,,StFYC,Christmas Spiritual
Ching-a-ring Chaw,,107,,0,COPLAND/FINE,,"""COPELAND, A.""",,TTBB,,StFYC,MINSTREL Song
Chorus Line - Highlights,A Chorus Line,171,,0,"""Hamlisch, M./Simeone""",,,"""Kleban, E.""",SATB,,StFYC,Broadway Musical
Chorus of The Pirates,The Pirates of Penzance,203,,0,Sullivan/Treharnd,,"""Treharne, B.""",Gilbert,TTBB,,StFYC,G&S
Christmas Calypso,,17,,0,"""JONES, R./YALANIS""",,"""YALANIS, T.""","""JONES, R.""",SATB,,StFYC,Christmas
Civil War Medley,,149,,0,Root/Richardson,,,,TTBB,,StFYC,Patriotic
Deep River,,28,,0,arr. Burleigh,,,,TTBB,,StFYC,Spiritual
Die Rose Stand im Tau,,30,,0,"""SCHUMANN, R.""",,"""STONE, K.""","""RUKERT, F.""",TTBBB,,StFYC,German Lieder
Do You Hear What I Hear?,,29,,0,arr. Simeone,,"""SIMEONE, H.""",REGNEY & SHAYNE,TTBB,,StFYC,Christmas
"""Donovans, The""",,234,,0,Needham/Simeone,,,,,,StFYC,Irish  Folk Song
Don't Be Cruel,,81,,0,McGilvrey,,Lojeski,,TBB,,StFYC,Pop
Don't Get Around Much Anymore,,307,,0,Rogers,,,,,,StFYC,Swing
Don't Nobody Bring Me No Bad News,THE WIZ,72,,0,,,,,TTBB,,StFYC,Broadway Musical
Down in the Valley,,27,,0,MEAD,,"""MEAD, G.""",,TTBB,,StFYC,Folk SONG
Dream,,163,,0,,,,,TTBB,,StFYC,Pop
"""Gently, Johnny, My Gigalo""",,91,,0,arr/William Hall,,"""HALL, W.""",UNKNOWN,TTBB,,StFYC,English Folk song
Get Me to the Church On Time,My Fair Lady,130,,0,"""LERNER, A./Stickles""",,Lojeski,"""LOWE, F.""",TTBB,,StFYC,Broadway Musical
"""Good-Bye, Fare Thee Well""",,25,,0,arr. Luboff,,"""LUBOFF, N.""",,TTBB,,StFYC,Chantey
Goodnight Sweetheart,,37,,0,Lowjeski,,,,TTBB,,StFYC,Pop
"""Gotta Party, Gloria, The Heat is On, You Really Got Me""",,373,,0,Lojeski,,,,TTBB,,StFYC,Pop
"""Hey Lidi, Lidi Low""",,39,,0,,,McGilvrey,,TTBB,,StFYC,Pop
Homeward Bound,,290,,0,//Strommen,,,,,,StFYC,Chantey
If I Were a Rich Man,FIDDLER ON THE ROOF,112,,0,"""BOCK, J./Artman""",,"""ARTMAN, R.""","""HARNICK, S.""",,,StFYC,Broadway Musical
Lord's Prayer,,208,,0,Joe Allen,,"""Allen, J.""",,TTBB,,StFYC,Sacred
Moonlight in Vermont,,314,,0,Rogers,,,,,,StFYC,Pop
Mother Machree,,281,,0,Ball//Gentry,,,,,,StFYC,Irish Folk Song
O Holy Night,,318,,0,Adophe Adam,,,,SATB,,StFYC,Christmas
Old Irish Blessing,,356,,0,Noonan/Goodrich,,,,TTBB,,StFYC,Irish Folk Song
Old Man Noah,,45,,0,Bartholomew,,"""BARTHOLOMEW, M.""",,TTBB,,StFYC,Chantey
Once Upon a Time,,43,,0,Strouse,,Simon,Adams,TTBB,,StFYC,Broadway Musical
Over the Sea to Skye,,403,,0,"""Porterfield, Sherri""",,,,TTB,,StFYC,Chantey
Pianist Folder with Single Copies,,0,,0,,,Wilhousky,,,,StFYC,
Sailors Song,,372,,0,"""DeWitt, Patty""",,,,TTBB,,StFYC,Art Song
San Francisco,,52,,0,KAPER/JURMANN,,,"""KAHN, G.""",Solo,,StFYC,Movie Score
Sick of the Songs of the Sea,,294,,0,Bennett,,,,,,StFYC,Chantey
Silent Night,,56,,0,Gruber,,,Mohr,TTBB,,StFYC,Christmas
Silent Night,,57,,0,Gruber/Thorne,,Thorne,,TTBB,,StFYC,Christmas
Sleigh Ride,,62,,0,ANDERSON/Ades,,ANDERSON,ANDERSON,TTB,,StFYC,Christmas
Standchen,,71,,0,"""SCHUBERT, F./Parker-Shaw""",,"""SHAW, R.""",GRILLPARZER - PARKER,TTBB,,StFYC,German Lieder
"""Still, Still, Still""",,167,,0,/Wetzler,,"""Schmit, C.""",,TT,,StFYC,German Christmas Carol
Stille Nacht (Silent Night),,279,,0,Gruber,,,,,,StFYC,Christmas Unison
Swansea Town,,221,,0,,,"""SHAW, R.""",,,,StFYC,Chantey
Wunderbar,,256,,0,Porter//Allan,,,,TTBB,,StFYC,Broadway Show
